crm_objectid,model,serialnumber,jt_equipid,soldtoid,soldtoname,addcontactid,addcontactname,address1,address2,city,province,postalcode,dealerid,dealername,serviceorgid,serviceorg,primarytechid,backuptechid,accountmgrid,accountmgr,inactive,nocontract,nopm
84808215,MXB455W,8F003072,,653967,HOLLOWAY LODGING LP,41139449,QUALITY INN & SUITES HOTEL,5010 - 49TH STREET,,YELLOWKNIFE,NT ,X1A 2N4   ,,Not assigned,61000175,OTT_ALL,93000041,93000041,BLACKJ,JEFF BLACK,0,0,0
84809674,MXB201D,75036569,,616096,VILLE DE MONTREAL SVCS DES FINANCES,41139503,3113 ARR ST LAURENT MAGASINS-ADM,13001 BOUL. CAVENDISH PORTE 6,,MONTREAL,QC ,H4R 2G5   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000049,93000773,DEGUIREM,MARCELINE DEGUIRE,0,0,0
84815368,MX3050V,7504720Y,,655471,ROYAL GARDENS (2012) LTD.,41139544,ROYAL GARDEN (2012) LTD.,30 ROYAL GARDENS RD.,,PENOBSQUIS,NB ,E4E 5L2   ,628074,SHARP DIRECT MONCTON,61000209,HFX_ALL,93000306,93000302,MCNALLYK,KAREN MCNALLY,0,0,0
84815369,MX5050N,75095048,,765910,"KELCOLD REFRIGERATED WHSE., & LOGS.",41139551,"KELCOLD REFRIGERATED WHSE., & LOGS.",55 FRENETTE AVE.,,MONCTON,NB ,E1H 3S5   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,93000306,93000302,SEWARDR,ROGER SEWARD,0,0,0
84815370,MXM5070,85010392,,765753,ULA-MATIC INC,41139547,ULA-MATIC INC,335 CONNIE CRESCENT,,VAUGHAN,ON ,L4K 5R2   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000022,93000402,NEWBERRK,KEN NEWBERRY,0,0,0
84816615,MX3070V,85056103,,657764,COVALON TECHNOLOGIES LTD.,41139600,COVALON TECHNOLOGIES LTD.,4520 EASTGATE PKWY.,,MISSISSAUGA,ON ,L4W 3W6   ,147570,SHARP DIRECT CTO,61000193,GTA West,93001092,93000673,CATAFORM,MARK CATAFORD,0,0,0
84826998,MXM453N,501389700,,736743,Rehoboth United Reformed Church,41139737,Rehoboth United Reformed Church,77 Glancaster Road,,Ancaster,ON ,L9G 3K9   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000038,93000894,BAWAF,FAROOQ BAWA,0,0,0
84827001,MXB455W,8F003232,,600350,MASON'S MASONRY SUPPLY LTD.,41139750,MASON'S MASONRY SUPPLY LTD.,6291 NETHERHART RD.,,MISSISSAUGA,ON ,L5T 1A2   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000673,93001092,CHENGK,KENNETH CHENG,0,0,0
84829029,MXB455W,8F003012,,765963,SPRUCE COURT CO-OPERATIVE INC,41139782,SPRUCE COURT CO-OPERATIVE INC,330 SUMMACH ST,UNIT 60,TORONTO,ON ,M5A 3K7   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93001307,93000019,GALERN,NANCY GALER,0,0,0
84829030,MX3070V,85055923,,674902,PRIME QUADRANT INVESTMENT,41139765,PRIME QUADRANT INVESTMENT,"2 ST. CLAIR AVE. EAST, SUITE 800",,TORONTO,ON ,M4T 2T5   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93001393,93000373,THERIAULTK,KEVIN THERIAULT,0,0,0
84829031,MX3070V,85056113,,674902,PRIME QUADRANT INVESTMENT,41139783,PRIME QUADRANT INVESTMENT,"2 ST. CLAIR AVE. EAST, SUITE 800",,TORONTO,ON ,M4T 2T5   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93001393,93000373,THERIAULTK,KEVIN THERIAULT,0,0,0
84842606,MXM5070,85010342,,765961,MARYDEL HOLMES,41139851,MARYDEL HOLMES,100 CASTER AVE,,WOODBRIDGE,ON ,L4L 5Y9   ,147570,SHARP DIRECT CTO,61000192,GTA East,93001785,93000022,NEWBERRK,KEN NEWBERRY,0,0,0
84842630,MX3050V,85050722,,653071,ELSIPOGTOG FIRST NATION,41139861,ELSIPOGTOG ECONOMIC DEV.,29 BIG COVE ROAD,,ELSIPOGTOG FIRST NATION,NB ,E4W 2S1   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,93000303,93000302,MCNALLYK,KAREN MCNALLY,0,0,0
84842881,MXB455W,8F008163,,765963,SPRUCE COURT CO-OPERATIVE INC,41139856,SPRUCE COURT CO-OPERATIVE INC,330 SUMMACH ST.,UNIT 60,TORONTO,ON ,M5A 3K7   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93001307,93000019,GALERN,NANCY GALER,0,0,0
84843090,MX6070V,85078133,,765964,NATIONWIDE APPRAISAL SERVICES INC,41139858,NATIONWIDE APPRAISAL SERVICES INC,"80 MICRO COURT, 3RD FL",,MARKHAM,ON ,L3R 9Z5   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000672,93000024,THERIAULTK,KEVIN THERIAULT,0,0,0
84843122,MX5070N,75088118,,765964,NATIONWIDE APPRAISAL SERVICES INC,41139883,NATIONWIDE APPRAISAL SERVICES INC,"80 MICRO COURT, 3RD FL",,MARKHAM,ON ,L3R 9Z5   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000672,93000024,THERIAULTK,KEVIN THERIAULT,0,0,0
84843123,MX5070N,75089597,,765964,NATIONWIDE APPRAISAL SERVICES INC,41139885,NATIONWIDE APPRAISAL SERVICES INC,"80 MICRO COURT, 3RD FL",,MARKHAM,ON ,L3R 9Z5   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000672,93000024,THERIAULTK,KEVIN THERIAULT,0,0,0
84849747,MX3570V,85079792,,636734,COATS NORTH AMERICA,41139927,COATS CANADA INC.,"30 MACINTOSH BLVD, UNIT 1",,CONCORD,ON ,L4K 4P1   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000022,93000402,HANDLIRR,RICHARD HANDLIR,0,0,0
84849765,MX5111N,25072089,,766039,MTCC# 1113,41139954,MTCC 1113 (DBA: NTSF1),126 GRANDVIEW WAY,,TORONTO,ON ,M2N 6V2   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000024,93000027,STRUMINP,PERRY STRUMINIKOV,0,0,0
84849802,MX5111N,25072619R,,680260,OFFSHORE ENERGY RESEARCH ASSC. OF,41139969,OFFSHORE ENERGY RESEARCH ASSOC.,1690 HOLLIS ST,#1001,HALIFAX,NS ,B3J 1V7   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,93000318,93000319,BLACKJ,JEFF BLACK,0,0,0
84868563,MX4070V,7507023Y,,766037,FOR YOUTH INITIATIVE IN TORONTO,41140022,FOR YOUTH INITIATIVE IN TORONTO,1652 KEELE ST,,TORONTO,ON ,M6M 3W3   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93001484,93000373,SHAWM,MICHAEL SHAW,0,0,0
84868564,MXC300W,7301167Y,,766037,FOR YOUTH INITIATIVE IN TORONTO,41140023,FOR YOUTH INITIATIVE IN TORONTO,1652 KEELE ST,,TORONTO,ON ,M6M 3W3   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93001484,93000373,SHAWM,MICHAEL SHAW,0,0,0
84868565,MX3050V,7504716Y,,766038,WOMEN'S HABITAT OF ETOBICOKE,41140013,WOMEN'S HABITAT OF ETOBICOKE,140 ISLINGTON AVENUE,,ETOBICOKE,ON ,M8V 3B6   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93001484,93000899,SHAWM,MICHAEL SHAW,0,0,0
84868566,MX3070V,85055913,,766061,CHURCH OF GOD OF PROPHECY,41140024,CHURCH OF GOD PROPHECY,5145 TOMKEN ROAD,,MISSISSAUGA,ON ,L4W 1P1   ,147570,SHARP DIRECT CTO,61000193,GTA West,93001092,93000673,SHAWM,MICHAEL SHAW,0,0,0
84868567,MXC300W,7301163Y,,766037,FOR YOUTH INITIATIVE IN TORONTO,41140025,FOR YOUTH INITIATIVE IN TORONTO,1652 KEELE ST,,TORONTO,ON ,M6M 3W3   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93001484,93000373,SHAWM,MICHAEL SHAW,0,0,0
84868568,MX3570V,85079382,,766055,DIRECT SELLERS ASSOCIATION OF CANADA,41140005,DIRECT SELLERS ASSOCIATION OF CANADA,"180 ATTWELL DRIVE, SUITE 250",,ETOBICOKE,ON ,M9W 6A9   ,147570,SHARP DIRECT CTO,61000192,GTA East,93001321,93001785,SHAWM,MICHAEL SHAW,0,0,0
84877691,MXB201D,75036599,,616096,VILLE DE MONTREAL SVCS DES FINANCES,41140144,2483-SAST- ATE. MECANIQUE,2235 RUE MICHEL-JURDANT,,MONTREAL,QC ,H1Z 4N1   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000050,93000051,DEGUIREM,MARCELINE DEGUIRE,0,0,0
84877692,MXM465N,75012895R,,765736,PRAIRIE GROUP FINANCIAL LTD.,41140164,PRAIRIE GROUP FINANCIAL LTD.,1049 MC NICOLL AVE.,,SCARBOROUGH,ON ,M1W 3W6   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000024,93000022,JOHNSONB,BRIAN JOHNSON,0,0,0
84885232,MX2640N,3510556YR,,736462,FINISH LINE INDUSTRIES INC.,41140227,FINISH LINE INDUSTRIES INC.,85 IRONDALE DRIVE,SUITE 101,NORTH YORK,ON ,M9L 2S6   ,147570,SHARP DIRECT CTO,61000192,GTA East,93001785,93001321,JOHNSONB,BRIAN JOHNSON,0,0,0
84885250,MX2640N,35040122R,,663483,CANSEL SURVEY EQUIPMENT INC.,41140270,WALSH CONSTRUCTION EGH,119 HUMBER COLLEGE BLVD.,WALSH TRAILER SITE,TORONTO,ON ,M9V 0A3   ,147570,SHARP DIRECT CTO,61000192,GTA East,93001785,93001321,WINECKS,STIRLING WINECK,0,0,0
84885252,MX2640N,3510447YR,,663483,CANSEL SURVEY EQUIPMENT INC.,41140253,ETOBICOKE GENERAL HOSIPTAL,100 HUMBER COLLEGE BLVD.,#3,ETOBICOKE,ON ,M9V 5G4   ,147570,SHARP DIRECT CTO,61000192,GTA East,93001785,93001321,WINECKS,STIRLING WINECK,0,0,0
84886188,MX4070N,65098879,,768281,DEPARTMENT OF JUSTICE,41140347,DEPARTMENT OF JUSTICE,275 SPARKS ST RM T12056,,OTTAWA,ON ,K1A 0H8   ,144633,SHARP DIRECT - OTTAWA,61000175,OTT_ALL,93000045,93000275,,,0,0,0
84893193,MX3050V,7504698Y,,766072,EYELASH CANADA INC.,41140415,EYELASH CANADA INC.,16 ORFUS RD.,#205,TORONTO,ON ,M6A 1L6   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000373,93001484,BAWAF,FAROOQ BAWA,0,0,0
84893194,MXB455W,8F008323,,768139,ANTEK MADISON PLASTIC CORP,41140416,ANTEK MADISON PLASTIC CORP,100 FINCHDENE SQUARE,,TORONTO,ON ,M1X 1C1   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000024,93000672,THERIAULTK,KEVIN THERIAULT,0,0,0
84893195,MX3070V,85056123,,768139,ANTEK MADISON PLASTIC CORP,41140461,ANTEK MADISON PLASTIC CORP,100 FINCHDENE SQUARE,,TORONTO,ON ,M1X 1C1   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000024,93000672,THERIAULTK,KEVIN THERIAULT,0,0,0
84893196,MXB455W,8F008333,,768139,ANTEK MADISON PLASTIC CORP,41140418,ANTEK MADISON PLASTIC CORP,100 FINCHDENE SQUARE,,TORONTO,ON ,M1X 1C1   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000024,93000672,THERIAULTK,KEVIN THERIAULT,0,0,0
84893197,MX4070V,7507032Y,,645844,FRUIT OF THE LOOM CANADA INC.,41140419,FRUIT OF THE LOOM CANADA INC.,2550 ARGENTIA RD.,#207,MISSISSAUGA,ON ,L5N 5R1   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000040,93001092,GALERN,NANCY GALER,0,0,0
84893198,MX4070V,7507033Y,,645844,FRUIT OF THE LOOM CANADA INC.,41140452,FRUIT OF THE LOOM CANADA INC.,2550 ARGENTIA RD.,#207,MISSISSAUGA,ON ,L5N 5R1   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000040,93001092,GALERN,NANCY GALER,0,0,0
84893412,MX3050V,85059641,,766065,1938248 ONTARIO INC,41140468,ROXY ON KING / CLARICE AZEVEDO,284A KING ST WEST,,TORONTO,ON ,M5V 1S2   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000899,93000380,WINECKS,STIRLING WINECK,0,0,0
84893501,MX5111N,25071489,,631854,THE WESBELL GROUP OF COMPANIES,41140545,THE WESBELL GROUP OF COMPANIES,6300 ORDAN DRIVE,,MISSISSAUGA,ON ,L5T 1W6   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000673,93001092,STRUMINP,PERRY STRUMINIKOV,0,0,0
84893801,MXB455W,7F01378Y,,764444,"REHAB ONE PERFORMANCE CTR., MONCTON",41140534,REHAB ONE PERFORMANCE CTR,"700 ST GEORGE BLVD,",,MONCTON,NB ,E1E 2C2   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,93000303,93000302,MCNALLYK,KAREN MCNALLY,0,0,0
84896080,MX3070V,85055843,,670173,"RCMP ""H"" DIVISION OCC",41140660,"RCMP ""H"" DIVISION OCC",379 PRINCE STREET,,TRURO,NS ,B2N 1E4   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,93000311,93000318,MCNALLYK,KAREN MCNALLY,0,0,0
84896081,MX6580N,85000123,,652709,ATLANTIC HOCKEY GROUP,41140657,ATLANTIC HOCKEY GROUP,28 ROONEY CRES.,,MONCTON,NB ,E1E 4M3   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,93000302,93000303,MCNALLYT,KAREN MCNALLY - THINK,0,0,0
84896449,MXM5070,85010332,,600641,DAVID LIANG PROFESSIONAL CORP.,41140668,DAVID LIANG PROFESSIONAL CORP.,3636 STEELES AVE. E.,#311,MARKHAM,ON ,L3R 1K9   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000672,93000402,CHENGK,KENNETH CHENG,0,0,0
84899279,MX6580N,85000113,,764979,HUGHES CONTAINERS GROUP LTD.,41142613,HUGHES CONTAINERS GROUP LIMITED,249 COURTLAND AVENUE,,CONCORD,ON ,L4K 4T2   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000022,93000402,WINECKS,STIRLING WINECK,0,0,0
84900185,MXM654N,75001145,,658170,ETOBICOKE SERVICES FOR SENIORS,41142634,ETOBICOKE SERVICES FOR SENIORS,2245 LAWRENCE AVE. WEST,,ETOBICOKE,ON ,M9P 3W3   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93001484,93000373,CHENGK,KENNETH CHENG,0,0,0
84900186,MX6050N,75089634,,658170,ETOBICOKE SERVICES FOR SENIORS,41142635,ETOBICOKE SERVICES FOR SENIORS,2245 LAWRENCE AVE. WEST,,ETOBICOKE,ON ,M9P 3W3   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93001484,93000373,CHENGK,KENNETH CHENG,0,0,0
84900694,MX3610N,1503479X-,,653688,ROTHESAY NETHERWOOD SCHOOL,41142618,ROTHESAY NETHERWOOD SCHOOL,40 COLLEGE HILL ROAD,,ROTHESAY,NB ,E2E 5H1   ,,Not assigned,,Not assigned,,,,,0,0,0
84900698,MXM363N,05006458R,78894766,634782,"2801124 CANADA INC., O/A",41142655,2801124 CDA INC,300 PENDANT DRIVE,,MISSISSAUGA,ON ,L5T 2W6   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000673,93001092,ENDACOTL,LINDA ENDACOTT,0,0,0
84901687,MX4050N,75070626,,176919,EXTENDICARE (CANADA) INC.,41142648,EXTENDICARE HALTON HILLS,9 LINDSAY COURT,,GEORGETOWN,ON ,L7G 6G9   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000040,93000673,GAYNORS,SCOTT GAYNOR,0,0,0
84902856,MX3070V,85056133,,616096,VILLE DE MONTREAL SVCS DES FINANCES,41142698,8062-ARR VMA -ADM,800 BOUL.DE MAISONNEUVE E. 19E ETAGE,,MONTREAL,QC ,H2L 4M8   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000051,93000213,DEGUIREM,MARCELINE DEGUIRE,0,0,0
84902857,MX4070V,7507020Y,,616096,VILLE DE MONTREAL SVCS DES FINANCES,41142750,REM,6150 AVENUE ROYALMOUNT,,MONTREAL,QC ,H4P 2R3   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000049,93000046,DEGUIREM,MARCELINE DEGUIRE,0,0,0
84902858,MX4070V,7507018Y,,616096,VILLE DE MONTREAL SVCS DES FINANCES,41142751,RCCI,4240 RUE DE CHARLEROI,,MONTREAL,QC ,H1H 1T3   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000050,93000051,DEGUIREM,MARCELINE DEGUIRE,0,0,0
84902867,MXC301W,45117996,,616096,VILLE DE MONTREAL SVCS DES FINANCES,41142754,CO OUEST,2805 BOUL. THIMENS,,MONTREAL,QC ,H4R 1T4   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000049,93000773,DEGUIREM,MARCELINE DEGUIRE,0,0,0
84902957,MX7580N,85000723,,674517,SHARP ELECTRONICS OF CANADA,41142764,SHARP ELECTRONICS OF CANADA,"150 YORK ST., # 1702",DOWNTOWN SHOWROOM,TORONTO,ON ,M5H 3S5   ,147570,SHARP DIRECT CTO,61000445,GTA Central,,,,,0,1,1
84903219,MXM356N,7502393X,,665627,METROGATE INC.,41142772,METROGATE INC. SELENE CONSTRUCTION,225 VILLAGE GREEN SQ,CONSTRUCTION TRAILER,SCARBOROUGH,ON ,M1S 0L7   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000024,93000672,STRUMINP,PERRY STRUMINIKOV,0,0,0
84903821,MXC301W,83018771,,652715,ATLANTIC PURIFICATION SYSTEMS LTD.,41142881,ATLANTIC PURIFICATION SYSTEMS LTD.,10 FERGUSON ROAD,,DARTMOUTH,NS ,B2Y 3Z5   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,93000318,93000311,CAHILLC,CHRISTI CAHILL,0,0,0
84904066,MX3570V,85079502,,768550,CHANTAL DESLOGES PROFESSIONAL CORP.,41142923,CHANTAL DESLOGES PROFESSIONAL CORP.,69 YONGE ST. SUITE 700,,TORONTO,ON ,M5E 1K3   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93001307,93000899,THERIAULTK,KEVIN THERIAULT,0,0,0
84904073,MX3070V,85056043,,768550,CHANTAL DESLOGES PROFESSIONAL CORP.,41142926,CHANTAL DESLOGES PROFESSIONAL CORP.,69 YONGE ST. SUITE 700,,TORONTO,ON ,M5E 1K3   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93001307,93000899,THERIAULTK,KEVIN THERIAULT,0,0,0
84904074,MX4070V,7507019Y,,276445,AFRICA INLAND MISSION,41142927,AFRICA INLAND MISSION,1641 VICTORIA PARK AVE.,,SCARBOROUGH,ON ,M1R 1P8   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000025,93000019,JOHNSONB,BRIAN JOHNSON,0,0,0
84904905,MX7580N,7500234X,,625288,"ENERGIR, S.E.C.",41144220,ECOLE DES TECHNOLOGIES GAZIERES,1350 RUE NOBEL,,BOUCHERVILLE,QC ,J4B 5H3   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000213,93000183,DEGUIREM,MARCELINE DEGUIRE,0,0,0
84904906,MX7580N,7500247X,,634373,COLLEGE REINE MARIE,41144483,COLLEGE REINE MARIE,9300 BOUL. ST-MICHEL,,MONTREAL,QC ,H1Z 3H1   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000050,93000051,ACQUARIOS,SALVATORE ACQUARIO,0,0,0
84939105,MX3050V,7504765Y,,736517,HERITAGE DISCOVERY PRE-SCHOOL INC.,41142943,HERITAGE DISCOVERY PRE-SCHOOL INC.,5970 - 16th AVE. EAST SUITE #120,in the office,MARKHAM,ON ,L3P 7R1   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000672,93000024,BAWAF,FAROOQ BAWA,0,0,0
84939106,MX4070V,85124911,,768552,SONY INTERACTIVE,41142951,SONY INTERACTIVE ENTERTAINMENT INC,"1 PROLOGIS BLVD., # 103",,MISSISAUGA,ON ,L5W 0B3   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000673,93001092,CHENGK,KENNETH CHENG,0,0,0
84939107,MX3570V,85079732,,768554,CHRIST CHURCH SCARBOROUGH,41142952,CHRIST CHURCH SCARBOROUGH,155 MARKHAM RD,,TORONTO,ON ,M1M 3A1   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000025,93000019,THERIAULTK,KEVIN THERIAULT,0,0,0
84939186,MX3070V,85055873,,768553,D.F. CAPONI INSURANCE AGENCY LTD,41142959,D.F. CAPONI INSURANCE AGENCY LTD,5407 EGLINTON AVE WEST SUITE 101,,TORONTO,ON ,M9C 5K6   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93001484,93000373,SHAWM,MICHAEL SHAW,0,0,0
84945043,MX3610N,1503509XR,,768459,BAYVIEW TORONTO AIRPORT,41142998,HOMEWOOD SUITES BY HILTON,5515 EGLINGTON AVE W.,TORONTO AIRPORT CORPORATE CENTRE,TORONTO,ON ,M9C 5K5   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93001484,93000373,BAWAF,FAROOQ BAWA,0,0,0
84945044,MX6070V,85078163,,650890,HELLENIC HOME FOR THE AGED INC.,41142999,HELLENIC HOME FOR THE AGED INC.,33 WINONA DR.,,TORONTO,ON ,M6G 3Z7   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93001393,93001484,SHAWM,MICHAEL SHAW,0,0,0
84945045,MX4070V,85081052,,660968,SARTREX POWER CONTROL SYSTEMS INC.,41143011,SARTREX POWER CONTROL SYSTEMS INC.,222 SNIDERCROFT RD.,,CONCORD,ON ,L4K 2K1   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000022,93000402,SHAWM,MICHAEL SHAW,0,0,0
84945046,MX4070V,7510934X,,660968,SARTREX POWER CONTROL SYSTEMS INC.,41143006,SARTREX POWER CONTROL SYSTEMS INC.,222 SNIDERCROFT RD.,,CONCORD,ON ,L4K 2K1   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000022,93000402,SHAWM,MICHAEL SHAW,0,0,0
84945048,MX4070V,7507015Y,,616096,VILLE DE MONTREAL SVCS DES FINANCES,41143032,8248 - FIN - DIR FINANCEMENT,630 BOUL. RENE-LEVESQUE OUEST LOCAL 100,TRESORIE BUREAU RETRAITE,MONTREAL,QC ,H3B 1S6   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000773,93000046,DEGUIREM,MARCELINE DEGUIRE,0,0,0
84945051,MX5070V,85084112,,616096,VILLE DE MONTREAL SVCS DES FINANCES,41143033,1043 ARR RDP- P.A.T INGENIERIE,12090 RUE NOTRE DAME EST 3E ETAGE,,MONTREAL,QC ,H1B 2Z1   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000213,93000050,DEGUIREM,MARCELINE DEGUIRE,0,0,0
84945052,MX4070V,7507038Y,,616096,VILLE DE MONTREAL SVCS DES FINANCES,41143034,3678-SAC-EVALUATION COMMERCE,255 BOUL. CREMAZIE EST #600,,MONTREAL,QC ,H2M 1M2   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000049,93000051,DEGUIREM,MARCELINE DEGUIRE,0,0,0
84945177,MX3070V,85056193,,668427,PWGSC,41143036,PWGSC - NCR CENTRAL HEATING PLANT,98 SUSSEX DR.,NRC CENTRAL HEATING PLANT,OTTAWA,ON ,K1A 0M3   ,144633,SHARP DIRECT - OTTAWA,61000175,OTT_ALL,93000045,93000044,JOYCER,RICHARD JOYCE,0,0,0
84945287,MXC300W,7301160Y,,766038,WOMEN'S HABITAT OF ETOBICOKE,41143054,WOMEN'S HABITAT OF ETOBICOKE,140 ISLINGTON AVENUE,,ETOBICOKE,ON ,M8V 3B6   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93001484,93000899,SHAWM,MICHAEL SHAW,0,0,0
84945828,MX3070V,85056163,,668427,PWGSC,41143075,PWGSC - CONFEDERATION HEIGHTS,501 HERON RD.,CONFEDERATION HEIGHTS CENTRAL HEATING PL,OTTAWA,ON ,K1A 0M3   ,144633,SHARP DIRECT - OTTAWA,61000175,OTT_ALL,93000043,93000275,JOYCER,RICHARD JOYCE,0,0,0
84945830,MX3050V,7504708Y,,633602,AGHABI NON-PROFIT HOUSING INC,41143076,AGHABI NON-PROFIT HOUSING INC,1255 VANROSE ST.,,MISSISSAUGA,ON ,L5V 2B2   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000040,93001092,SMITHC,CHARLIE SMITH,0,0,0
84946052,MXM654N,75001009,,677448,MOLINARO'S FINE ITALIAN FOODS LTD.,41143086,MOLINARO'S FINE ITALIAN FOODS LTD.,2345 STANFIELD RD. UNIT#1,,MISSISSAUGA,ON ,L4Y 3Y3   ,147570,SHARP DIRECT CTO,61000193,GTA West,93001092,93000040,SHAWM,MICHAEL SHAW,0,0,0
84946053,MX3050V,85059901,,736422,THE DISCOVERY PRESCHOOL INC.,41143068,THE DISCOVERY PRESCHOOL INC.,6605 HWY 7 EAST,,MARKHAM,ON ,L3P 3B4   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000672,93000024,BAWAF,FAROOQ BAWA,0,0,0
84946054,MX3050V,85059911,,736319,BECKENRIDGE DISCOVERY PRE-SCHOOL INC,41143087,BECKENRIDGE DISCOVERY PRE-SCHOOL INC,4813-14TH AVE.,,MARKHAM,ON ,L3S 3K7   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000672,93000024,BAWAF,FAROOQ BAWA,0,0,0
84956864,MXB201D,75036559,,616096,VILLE DE MONTREAL SVCS DES FINANCES,41143171,0434 MRA MAGASIN 08,2070 RUE DICKSON,,MONTREAL,QC ,H1N 2H8   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000213,93000773,DEGUIREM,MARCELINE DEGUIRE,0,0,0
84956865,MXB201D,75036589,,616096,VILLE DE MONTREAL SVCS DES FINANCES,41143163,0246 # SAST # MAGASIN 02,2269 RUE VIAU,,MONTREAL,QC ,H1V 3H8   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000213,93000051,DEGUIREM,MARCELINE DEGUIRE,0,0,0
84956866,MX3050V,85045723,,616096,VILLE DE MONTREAL SVCS DES FINANCES,41143164,3685-SITE-ENV-ASSAINISSEMENT AIR EAU,827 BOUL. CREMAZIE EST # 302,,MONTREAL,QC ,H2M 2T8   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000049,93000051,DEGUIREM,MARCELINE DEGUIRE,0,0,0
84957078,MXM356N,7501610Y,,663775,592 SHERBOURNE GP INC.,41143175,592 SHERBOURNE GP INC.,"592 SHERBOURNE ST, 3RD FLOOR",,TORONTO,ON ,M4X 1L4   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93001393,93001307,STRUMINP,PERRY STRUMINIKOV,0,0,0
84963518,MX3070V,85055753,,621099,BUREAU DE LA SECURITE DES,41143211,BUREAU DE LA SECURITE DES,"185 AVENUE DORVAL, BUREAU 403",,DORVAL,QC ,H9S 6J9   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000046,93000904,JOYCER,RICHARD JOYCE,0,0,0
